index,Text
35076,هو لا هكمل
35077,عشانها انا مش حافظاها قوي بس حتى اكلمت
35078,عليها عشان بجد
35079,ح بتقول
35080,Great things accomplished by a series of small things brought together
35081,عشان ازاي مش بتسي او ازاي بتحسي قادر
35082,احنا WE ARE HUMAN BEINGS مستحيل ندي  للشغل ينجح AS LONG AS YOU ARE CONSISTENT في حتت ILL SHOW UP EVERYDAY حتى لو I AM GOING TO BE PRODUCTIVE  بس خلاص مفيش مشكله YOU SHOWED UP ده اهم حاجه YOU SHOWED UP YOU PUT EFFORT فان انت انا لا انا تعبان او انا قرفان او
35083,MENTALLY EXHAUSTED او PHYSICALLY EXHAUSTED او انا مش قادر او I NO LONGER HAVE THE ENERGY بس انا هاجي علي نفسي لو هعمل A SMALL PRODUCTIVE THINGS في يومي بس 
35084,OVER A YEAR لما تيجي تحطي حاجات صغيره كلي يوم في يومك لا YOU GONNA FIND A HUGE IMPACT فعلا حاجات الصغيره دي فعلا LEADS TO A HUGE IMPACT
35085,لا الحاجات الصغيره دي فع وحتى اكلمت عليها
35086,فيدي ازاي حاجات صغيره فعلا ادت حاجات كبيره قوي في حياتي اللي هو مثلا ان ما
35087,على ان انا اسافر يعني حاجه صغيره لو ه مثلا ماكوش وافقوا او اللي بيشاجعوني
35088,في الفكره دي كانت حياتك اخذت طريق تاني خالص بالضبط مثلا وانا في
35089,كندا لما قرت ان انا شفت بتاع دونتس
35090,ان وكده قلت له لا عارفه ايه فعمري ما كنت اتخيل طب
35091,كنتش اشتغلت في ح يعني عمري ما كان حجيلي بقى الفكره اللي
35092,هو انا عايزه انزل بالظبط فاهمه ازاي فحاجات صغيره في حياه الواحد او حاجات
35093,صغيره ممكن نعملها في يومنا فعلا
35094,عارفين الطفل الزنان الرضيع اللي هو بيعيط
35095,كده ده
35096,عياط بحزقه ده اللي عايز يتشال دايما ده
35097,عايزك تشيله وتلف به ومقرف عايز يكرع او
35098,ينام او يغير
35099,وعايزك بعد ما تنيمه تفضل قاعد برضو عشان
35100,لو قمت هيزن مع ان هو نايم بس هيزن برضو
35101,هنا مش قصدي الراضي يعني
35102,في ايه يا اهالي حي النيله على دماغي جرى
35103,ايه في الدنيا
35104,سيزن عشر حلقات هو انا عشان وليه يعني انا
35105,عشان وليه يعني بتتكاثروا علي هو منصه
35106,شاهد لما بتنزل لكم مسلسل عشر حلقات حد
35107,بيفتح بقه ولا انا عشان مجرد حته مايوه
35108,رشيقه على قد حالي بمايك بالف جنيه
35109,متكترين عليا ومبهدليني جرى ايه في الدنيا
35110,لم هجره ولا جالي عرض في شركه ادويه سيزون
35111,خلص هريح اسبوعين وارجع اعمل حاجه اقوى يا
35112,اخي عايزه اطور يا اخي عايزه انزل
35113,بديزاينات جديده
35114,برودكشن حاجه في ايه جرى ايه في الدنيا
35115,جرى ايه في طب عشان بس اللي بيسمعونا عادي
35116,مش في الجروب ناس عادي بيسمعوا يخشوا
35117,يشوفوا الحلقه نزلت سمعوها ما نزلتش دي
35118,كودنت كيرلس
35119,انا بتكلم عن اهالي حي الكروهات اللي على
35120,راسي عارفين احنا مشكلتنا على فكره احنا
35121,بنحب بعض جدا احنا مشاكلنا زادت في الجروب
35122,ولكن احنا عارفين علاقه الحب دي الاتنين
35123,اللي بيحبوا بعض بغشوميه اللي هو تبقى هي
35124,مثلا شايفين على فكره ولا حد عارف ولا
35125,حاسس بكميه المنتج اللي بمنتجه عشان البيه
35126,طالعه ميم عشان انا مريضه عيانه ولا حد
35127,مقدر المهم تبقى هي بتسمع تامر حسني فيقوم
35128,قفش عليها يقول لها انا حاسس انك بتحبي
35129,تامر زياد يتقمص عشان هي بتسمع تامر حسني
35130,ولا يلاقيها مثلا عامله شير لبوست صوره
35131,برج ايفل بس في ولد واقف بعيد يقول لها
35132,الصوره اللي انت نزلتيها فيه ولا عارفين
35133,الحب الغبي ده
35134,عارفين الراجل المتطلب اللي مراته عامله
35135,كل حاجه بس عايز يلوم انت عملتي غدا وعشاء
35136,وفطار فين السحور حبيبي انت صايم لا فين
35137,السحور
35138,صياح طول الوقت ده جوبد سكريبشن بتاعتنا
35139,احنا بنصيح
35140,ساعات لما بنزل الحلقه في ميعادها
35141,بيتضايقوا فين المحتوى مش لاقيين محتوى
35142,ينزلوه مش لاقيين حاجه يسيحوا فيها وان
35143,شاء الله اول حاجه هنبدا بيها في السيزون
35144,الجديد ان احنا عايزين نشتغل على علاقتنا
35145,مع بعض في الجروب ونكون
35146,بنزق بعض لقدام مش بنزقه لبعض بالطوب تمام
35147,يا حبايبي اقتراحات بناء فين الافكار
35148,قولولي عايزين نتكلم في ايه
35149,اتعرفوا على بعض اعملوا اعملوا جروب
35150,سيرابي مع بعض انزلوا بيكينج روحوا حديقه
35151,الطفل مكتبه مكتبه اسكندريه معرض الكتاب
35152,انزلوا مع بعض فاهمين ففي حاجات كثير ممكن
35153,نعملها في حاجات كتير تتعمل
35154,وبعدين حاسه ان حماتي اعدالي يعني والله
35155,العظيم حماتي ست طيبه ما بتعملش الحركات
35156,دي امبارح رحت حفله شابه عندي مجرد  سنه
35157,عايزه اعيش سني رحت حفله لعمر خيرت
35158,انا هسيب الميم بقى خلاص عشان انا دي اخر
35159,حلقه واحنا اللي بينا كبير قوي اوكي هلاقي
35160,بقى حد واخد المقطع ده وكتبنا كبير ايه ده
35161,هم عشر حلقات عمياء خلاص كتر خيركم خلاص
35162,اللي عايز يقول حاجه يقولها خلاص الحنيه
35163,ما بتتشحتشي وانتم طبعا مستنيني دلوقتي
35164,اقفز قفزه كانجروه على موضوع الحلقه بس
35165,النهارده ما فيش موضوع حلقه النهارده وقفه
35166,كشك حاسه ان المقدمه فرشت مني شويه بس
35167,معلش عشان دي اخر حلقه فعايزه اقول لكم
35168,شويه توصيات كده وحاجات هنعملها في العطله
35169,احنا مش واخدين اجازه كده وهنقعد نلعب لا
35170,احنا هنذاكر في الاجازه
35171,عايزين نشتغل مع بعض على السيزون الجديد
35172,اقتراحات يعني ممكن مثلا يبقى عندنا رقم
35173,للمداخلات ممكن يبقى عندنا واتساب كده
35174,نبعث فويس نوت وتذاع في الحلقه وحاجه كمان
35175,عايزه اطلب منكم طلب بحاول اعمل زي
35176,احتفاليه كده بسيطه
35177,انتهاء السيزون الاول من كاروهات عايزاكم
35178,تصوروا لي جزء من الحلقه اكثر حلقه
35179,بتحبوها او اي جزء بي في الحلقه ممكن
35180,تنزلوها مثلا على انستجرام ده اكتر حاجه
35181,بشوفها وفيسبوك كمان اعملوا لي منشن كده
35182,واكتبوا كلمتين كده بس يعني تكتبوا لي
35183,يعني ايه اللي حبيتوه في البودكاست ده
35184,والله العظيم عايزه المهم واللي حابب يعمل
35185,ديزاينز اللي حابب يعمل اغنيه عنده اي
35186,حاجه يحب اننا نزعها في سيزون الجديد
35187,كغده بتاعكم مش بتاعي عشان تبقوا عارفين
35188,انتم لما الجد يلم اولاده كده قبل ما يموت
35189,بساعتين يقول لهم
35190,بالطنطا ده بتاع علي وحته الارض بتاعه
35191,المنصوره المهم يعني ساعات اخر حلقه
35192,انا بحب القهوه قوي
35193,انتم عارفين انا مش بحب القهوه انا بحب
35194,الظروف القهوه يعني بحب ان وقتها صباحي
35195,نشرب قهوه اذا الصبح ورغي القهوه غير رغي
35196,اي مشروب تاني يعني عمرك ما هتلاقي اثنين
35197,قاعدين بيشربوا قهوه هيشدوا مع بعض في
35198,الكلام عمرهم ما يشدوا مع بعض في الكلام
35199,دايما هتلاقي الكلام في ابو بسيط قوي
35200,مايوه يا رشيقه انت ما عندكيش موضوع
35201,النهارده وكوبايه القهوه قدامك فبصتي
35202,عليها فبالك الموضوع ده فرغيتي فيه ضيعتي
35203,من وقت الحلقه دقيقتين لا انا فعلا بحب
35204,القهوه
35205,مش احداث في ناس عندها احداث القهوه
35206,القهوه عندهم شماعه ما تتكلمش معايا
35207,حاجه
35208,وتباطؤ في الشغل عشان لسه ما شربش القهوه
35209,بتاعته الصبح الجماعه ممكن نتكلم عن جوانب
35210,الاحداث بقيه جوانب الاحداث التانيه طبعا
35211,انتم فاكرين ان الاحداث ده هو زياده الشيء
35212,عن حده فبقى محدث الاحداث هو انك تعمل
35213,حاجه مخصوص عشان الناس انت ولا ليك فيها
35214,لا ناقه ولا جمل ولا معزه لكن انت عاملها
35215,عشان يتقال ان انت بتعمل والله العظيم يا
35216,اهالي الحي ومليكو عليا حلفان انا اعرف
35217,ناس خدت جو باص
35218,وطلعوا على نويبع عارفينها نويبع دي عامله
35219,لها فابو ست سبع ساعات كده
35220,والوشوش بقى ومعالم مصر بقى والبحيرات
35221,والطبيعه لا
35222,عشان اعمل شيك ان عشان اكتب عندي ان انا
35223,في نويبع انا اللي بسافر وانا اللي باجي
35224,انا اللي هناك وانا اللي هنا انا اللي
35225,رايح وانا اللي جاي
35226,الاوتيلات انت ما هو حاجه من حاجتين والله
35227,العظيم ما ليهم تالت ولو ليهم اكتبوا لي
35228,يعني اللي عمل كده وكان عنده غيه غيه
35229,تانيه وموت وحافز تاني ان هو يعمل غير
35230,اللي انا الاتنين اللي هقولهم دول بجد
35231,ينورني يبصرني يقريني يفطمني اوكي
35232,ان انت عايزنا كلنا نعرف ان انت معك 
35233,الف جنيه دافعهم في ريكسوس العلمين في
35234,ليله الليله ب  الف جنيه وانت محتاج ان
35235,كلنا نعرف ده تمام معك فلوس كتير جدا رقم
35236,اتنين انك ان في تسليم شحنه يعني انت دي
35237,هدن مسدج لعصابه ما او حاجه لها علاقه
35238,بالاثار او السلاح او اي حاجه فانتم عدد
35239,تسليم هنكتب تشك ان مش عارفه فين على
35240,الفيسبوك ما حدش هيشك فينا ان دي عمليه
35241,وان ده مع التسليم وانت بتعرف العصابه انت
35242,فين ايه ثاني ايه ثاني ليه ليه تكتب تشيكن
35243,بجد بجد انا ست جاهله حاجه كمان بقى
35244,الانج احمد سمير اي ان جي نقطه سلمى سامي
35245,على انستجرام اوكي انت ذاكرتي خمس سنين
35246,عشان تتخرجي من هندسه وانت قعدت السبعه
35247,سنين تدرس طب
35248,لكن ده احداث علمي لما تكتب لي اي ان جي
35249,قبل اسمك او دي ار قبل اسمك ده مش كارت ده
35250,فيسبوك عادي اكتب محمد سمير وخلاص خلاص
35251,خلاص مش هزود في الموضوع ده دي انا اعلام
35252,اربع سنين اتخرجت بدري بدري يمكن ما تعبتش
35253,قدكم ويمكن لو كنت قعدت سنه كمان زياده في
35254,الجامعه كنت كتبت ام سي مي ابراهيم لكن
35255,الله اعلم مش هتدخل انا ما احبش اجيب فسرت
35256,الناس يعني المهم في في بقى واحد من انتن
35257,انواع الاحداث اللي بشوفها في حياتي وفي
35258,الشارع المصري احداث العربيات الشباب يا
35259,عيني اللي مش عارف يحط معاه سيات ابيزا
35260, سي سي وهو نازل من بيته مترجم يفرقع
35261,الشكمان يقعد يعمل بنزين كده
35262,يفرقع بالمنزين كده يفشخ شكمان عربيته
35263,في سبيل ايه انا مش عارفه هو عايز يحقق
35264,ايه ايه جوازاته بي حقك لما هو بيقعد
35265,يبقبك بالشكمان كده
35266,ويفيم العربيه تماما تعال نمسك السطر من
35267,اوله ونشوف مع بعض كيف بدا الفيمي ليه
35268,اساسا بنفيم خصوصيه شمس بنحمي نفسنا اولا
35269,شمس اولا للشمس لما في بلاد بتبقى الشمس
35270,حارقه جدا زي دول الخليج جمعتها فين في
35271,الخليج بيقولوا وقاعد في مين قزاز اراك لا
35272,تراني
35273,تحد شويه من اشعه الشمس رقم اثنين شويه لو
35274,حد مثلا مشهور بيتخنق في الطريق ناس
35275,بتضايقه في الطريق فبيفيم عشان الخصوصيه
35276,يعني
35277,في صوت عيال بره هل طالع عندكم في الميك
35278,اب ارتست عمر الواد عمر بن الجيران بيلعب
35279,مع يونس ابني بره ومش عايزه انسى برضو في
35280,احداث العربيات باب الاضاءه
35281,الليدات والفلات وافتح الباب سكودا علامه
35282,سكودا تظهر تحت كده على الارض تنور من
35283,الباب الحاجه بقى الحاجه اللي جايه دي بقى
35284,انا بتكلم فيها وانا متخوفه
35285,وبتكلم فيها على استحياء لا ومش استحياء
35286,بصراحه مش مكسوفه انا خايفه لان اللي هخبط
35287,فيهم هم سيدات مجتمع متجوزين من كوادر
35288,مهمه ممكن
35289,يوقفوا عرض البودكاست بس انا مش هخاف لو
35290,متلائم
35291,احداث البراندات مع كامل احترامي
35292,لمشتركي نادي الجزيره ونادي الطيران كلهم
35293,والحقيقه دي مش احداث بس يعني لو بصينا
35294,لها من بوابه الاحداث فانت محدث هنبص لها
35295,من بوابه الفاشون والازياء والموضه فانت
35296,برضو صفر جاي بصفر موضه
35297,احداث البراندات والناس اللي بتبقى ماشيه
35298,ملطعه لوجوهات خلاص اوكي عندك براندات
35299,تمام مش حاجه تعيبك اوكي ما اختلفناش لكن
35300,ما ننزلش فيهم كل مره
35301,واحده
35302,يتطمع فيك يا امي نازله بسختك كده
35303,وبرانداتك كلها مره واحده مدام ريهام حجاج
35304,فقط
35305,فقط اللي من حقها تعمل ده ظروفها تسمح
35306,جوازتها تسمح احنا هنلبس فين دي على
35307,اديداس ليه ده جو فرفشه ده ده
35308,بيبقى هو هو نفس الشخص بعينه وتيشيرته
35309,اللي لسه عامل تشيك ان من شويه العالمين ب
35310, جنيه الليله هو هو ذاته ونيجي بقى
35311,دلوقتي لنوع من انواع الاحداث الايجابي
35312,انا بصراحه بحبه ما عنديش مشكله معاه
35313,الاحداث في الحب
35314,بتاعي روحتي والرنيت على مدار اليوم انتم
35315,عارفين انا زمان وانا صغيره وطايشه يعني
35316,زمان ايام ايام الكلام ده اصلا يعني في
35317,الايام اللي كان مفروده ابقى فيها كده كنت
35318,بقعد اقول ايه بقى ارن لك بقى ليه بقى ارن
35319,لك ليه لما اروح يعني ايه اكلتي ولا لما
35320,جوع هاكل يعني انت ايه وجه القلق متوغوش
35321,عليا ليه ان انا ما اكلتش مش هطفح لما
35322,هجوع هطفح المهم ان انا بقى دلوقتي مش
35323,عارفه ده ازمه منتصف الجماعه ممكن اقول
35324,اسهب لكم سلهوب كده على مسلسل منتصف
35325,المسلسل ولا ولا هنتكلم عن المسلسل ولا
35326,عايزه اجيب سيره المسلسل في حاجه في فئه
35327,من الناس مش بتستفزني ببقى عايزه
35328,اعمل لهم حفله تلطيش ابعت لهم دعاوي ويجوا
35329,الحفله كده وانده اسمهم على المسرح اطلعهم
35330,يطلطشوا وينزلوا يقعدوا تاني اللي هم
35331,الناس اللي على فيسبوك دول اللي هم احنا
35332,بجد لازم ما نقاطع المسلسل عشان المسلسل
35333,يا وليه يا وليه عاجبك اتفرجي مش عاجبك يا
35334,وليه ما تقفلي انا جماعه بقسم لكم بالله
35335,العظيم ثلاثه بالله العظيم يا جماعه احنا
35336,بشر مش مواشي لما نشوف حاجه ضد مبادئنا او
35337,اخلاقياتنا او عادتنا احنا كبار كفايه
35338,ومسلسل بقى اللي هيعرفنا نعمل ايه خلاص
35339,احنا بقى بعد ما تزعل مسلسل ده كله هيمشي
35340,يحب في حماته عشان احنا مجموعه من المعيز
35341,حبيبتي ما عندكيش مخ ماما
35342,ما تعرفيش ايه اللي ينفع نعمله ايه اللي
35343,ما ينفعش نعمله
35344,في  حبكه دراميه من اكل الجريمه لسرقه
35345,دراما يا حبيبتي في حاجه اسمها دراما يا
35346,ماما مش حقيقي انا زمان وانا عندي ثلاث
35347,سنين لما كنت صغيره مش كنت لسه بعمل بيبي
35348,على نفسي كنت صغيره انت كبيره واخده بالك
35349,انت شخص المفروض كبير كنت فاكره ان الممثل
35350,لما بيموت في فيلم بيبقى مات بجد ولما
35351,كبرت واخده بالك انت لما كبرت فهمت ان ده
35352,تمثيل يعني احنا في الحقيقه بجد وجدود في
35353,واحد دبح واحده في الشارع ده اللي بيحصل
35354,في الحقيقه ده موجود في مجتمعنا مش مسرحيه
35355,مش تمثيل مش مسلسل مش منصات يعني دي حصلت
35356,بجد انزلي بقى دبحي في الناس بقى عشان انت
35357,بتتاثري موت بقى
35358,التربيه يا حبايبي وقيمنا وما بدانا قلنا
35359,قبل كده مليون زفت مره انها من البيت مش
35360,من التلفاز
35361,حرقتي دمي حرقتي دمي المهم الاحداث
35362,العاطفي بيتلخص في اغنيه للرائع الخلوق
35363,ادهم سليمان دي بتلخص الاحداث العاطفي
35364,همشي لك بلاد الله وهحكي لكل خلق الله ده
35365,تشهير انت كده مش بتحبها انت اول مره
35366,تصاحب ومش اكتر يعني ليه هتمشي لها بلاد
35367,ليه هتحكي رجليها تخلي سيرتها على كل لسان
35368,الرومانسيه هايله خطيره لكن الافراط
35369,الاحداث في الرومانسيه
35370,مضر للطرفين موقف ومثال حي
35371,وانا في تانيه جامعه اول ايامي انا وعمر
35372,ابو يونس حبيبي ايام ما كنا لسه عصافير
35373,ولسه بنغرد وبنصيح في جنينه العشاق كنت
35374,عايشه كان اهلي لسه ما رجعوش مصر وكنت
35375,عايشه مع بنت خالتي وبنت عمي في نفس ذات
35376,اللحظه اختين متجوزين اخين عشان ما نقعدش
35377,بس نفكر كثير وكنا عايشين مع بعض انا وهي
35378,وفي الجامعه مع بعض وانا ليا اوضه وهي لها
35379,اوضه في الصيف كنا بننام في نفس الاوضه
35380,لان اوضه واحده بس اللي فيها تكييف
35381,في فتره كده كانت مجيره مني شويه
35382,كنت باجي بالليل الاقيها قفلت الباب على
35383,نفسها ومش عارفه ادخل الاوضه والجو حر جدا
35384,ومش عارفه انام في اوضتي وبخبط عليها مش
35385,بتعمل نفسها نايمه
35386,وبتفتحليش واخش انام في الاوضه الثانيه
35387,وحسيت ان انا اخترت صح
35388,ودمعته وبتاع قلت له لا يا حبيب قال لي لا
35389,لا والله العظيم انا هنام النهارده من غير
35390,تكييف وفعلا نايم في الاوضه اللي ما فيهاش
35391,تكييف وانا نمت في الاوضه ما فيهاش تكييف
35392,ثاني يوم همم جينا بالليل كنت انا بشتغل
35393,ساعتها وانا في الجنب خلاص جنب وبعدين
35394,بطلع الشغل وباجي بالليل لقيتها كمان
35395,قافله الباب بالمفتاح اخبط ما بتفتحش اتصل
35396,بعمر ايوه يا عمر صوتك في نبره حزن ما
35397,رضيتش تفتح الباب
35398,طيب يا مي انا زيك بالظبط وفي ظهرك هتتحري
35399,هتحر هتجوعي هتجوعي هتولعي هولع معك تالت
35400,يوم اخبط ما بتفتحش ايوه يا عمر
35401,طنش تماما ان صوتي فيه نبره حزن ما جابش
35402,كتم على الموضوع وما جابش سيرته قلت له
35403,عمر انت عارف انها ما فتحتش تاني
35404,فقال لي لا يا مي خبطي جامد بقى
35405,خبطي عليها معلش ما ينفعش كده خبطي بس
35406,عليها قلت له والله خبطت ما بتفتحش خالص
35407,لا لا لا معلش بس خبطي او افضلي خبطي لحد
35408,ما تفتح طب خلاص بقى يا مي كلمي عمك بقى
35409,واتكلمي باباك يكلم عمك بقى وتشوفوا القصه
35410,دي قلت له هو انت هتنام في التكييف
35411,النهارده واتقمصت اتقمصت بجد نمت معيطه
35412,انت نايم في التكييف وانا حرانه مع ان من
35413,الاول عمري في حياتي ما كنت هطالبه ان هو
35414,ينام حران زيي دي حركه عبيطه جدا لكن عشان
35415,هو من اول حسسني ان احنا لو منامش حران
35416,زيي اذا هو مش في ظهري فلو من الاول مش
35417,هنعرف نكملها رومانسيه ونحنحها فمن الاول
35418,من الاول ما نبداهاش مياصه وسحسحه على
35419,فكره انا عايزه اعترف لكم بحاجه كده عشان
35420,ربنا يبارك لي في الحلقه وفي السيزون
35421,الجديد مش عايزه اقفل باكذوبه فاكرين في
35422,الاول لما قلت لكم كده ايه ده مايوه انت
35423,مش موضوع ولقيتي كوبايه القهوه قدامك
35424,فعملتي فيها
35425,عايزه تتكلمي يعني عن احداث القهوه على
35426,فكره دي حقيقه انا فعلا ما كنتش محضره
35427,حاجه وكنت هلم الحلقه كده في اللي هو نعمل
35428,ايه في سيزون الجديد وهتوحشوني ومقترحات
35429,والكلام ده لكن بصراحه قلت لا انا مش
35430,ناقصه هلهلا انا مهلهله بما فيه كفاءه على
35431,الجروب
35432,وسحبت معنا بقى في كل مشتقات الاحداث دي
35433,كلها بس بصراحه قمت عملت الغدا عملت بفتيك
35434,جماعه
35435,البفتيك سر البفتيك البودكاست ده بجد
35436,معلوماته اللي المعلومات لو عديته لو
35437,فتحته اكسلايه كده كتبتوا المعلومات
35438,المستفاده من البودكاست ده وغيرت قد ايه
35439,في حياتكم وفي شتى المجالات يعني كلنا من
35440,البودكاست ده عرفنا ان في جوانب تانيه
35441,خالص للفنانه مريم فخر الدين يعني احنا
35442,شايفينها انجي ورد قلبي وست شقره كده
35443,وبيضه وجميله لكن حقيقه
35444,حقيقه مريم فخر الدين وما ورائيات مريم
35445,فخر الدين كانت في كاروهات الفنان رامز
35446,امير
35447,وحياتكم وعيشتكم اللي كنتوا عايشينها قبل
35448,ما تعرفوا الفنان رامز امير
35449,حقيقي بجد ده مش بودكاست انا مش بعتبره
35450,بودكاست ده ارث لاولادي ووثيقه اعلاميه
35451,بسيبها للزمن مستند مستند اعلامي
35452,هيشهد عليه اجيال واجيال واه يا حبايبي
35453,عايزه اقول لكم على حاجه خدت بالي منها
35454,النهارده وانا بعمل الغدا معلومه وقلت اما
35455,افتكر اقولها لاهالي الحي النهارده قبل ما
35456,اقفل وانزل الصاج النهارده واسيبهم
35457,وانتم بتعملوا صلصه المكرونه حطوا شويه
35458,سكر صغيرين قوي قوي قوي قوي ربع معلقه
35459,عشان الحموضه يا حبايبي السكر بيضيع حموضه
35460,الصلصه وتقلوا اليومين اللي جايين دول
35461,عشان الجو هيبقى برد خلوا معكم دايما
35462,جاكيت في العربيه والكحه احلى حاجه للكحه
35463,شاي بالملح تتغرغرو به ينزل ويضيع كل
35464,الاحتقانات وكل الالتهابات وكل الافرازات
35465,اللي موجوده في الزور
35466,اتمضمضوا بالشاي بالملح لو حد جاء له كحه
35467,تمام ودلوقتي اقفز
35468,قفزه كنجرو على التتر تتر الحلقه دي
35469,والحقيقه للاسف النهارده ما فيهوش توبيخ
35470,او هلهلا لاي حد من اهالي الحي على الرغم
35471,منها الهلتهم ليا لكن دي اخر حلقه وانا
35472,خلاص بنزل الصاج ومش هفتكر غير المعروف
35473,اولا بشكر احمد حراز موناليزا وحاطط صوره
35474,موناليزا كده على جهوده ولومه قبل ما تحوا
35475,لان هو احمد احنا علاقتنا متوتره يعني هو
35476,بيشجعني كتير جدا وبيمدحني كتير جدا
35477,وبيهلهلني كتير جدا
35478,لاول مره من وسط اهالي حي كاروهات المتميز
35479,يتوفر المشاعر المختلطه دي كلها في مواطن
35480,واحد وروان سلامه طبعا من داي و روان
35481,الجروب روان فواحه الجروب كوميكس طايره
35482,بتتراشق الكوميكس مع اهالي الحي شكرا شكرا
35483,يا روان عن اسراء ذكي مش عشان مجهوداتها
35484,في حي الكروهات المتميز هي ملهاش غير بوست
35485,واحد يتيم طويل جدا تقريبا اطول بوست في
35486,الجروب لكن اسراء قديمه قوي معي في
35487,الشغلانه يعني اسراء اي حاجه بعملها اي
35488,انجاز ولو كان
35489,السلطه الخضراء يعني انا عملتها على كبر
35490,ولو يوم ما عملتها في رحنا كلنا هنا في
35491,البيت لقيت اسراء واقفه بتشجعني اي حاجه
35492,بعملها ببص كده الاقي اسراء واقفه في
35493,الثالثه شمال بتشجعني وواحده شكرا كده
35494,لصاحبي
35495,اقول ايه بس
35496,اتخنقت من من جماله والله العظيم بني ادم
35497,مستفز في الحلاوه والشقاوه والطعامه
35498,والغلاوه عمر حلمي الشاف عمرو حلمي وليه
35499,جهوده وليه مساهماته في البودكاست ده يعني
35500,عمر حلمي دونا عن كل مشاهدي اصل انا ساعات
35501,كنت بنزل مقاطع كده ساخنه من البودكاست
35502,بصورها وانزلها على جرام فكان في ورايا
35503,سلك مقرف
35504,مقرف بتاع ليد كده معلقه فوقيه فالسلك
35505,مدلدل من ورايا كده عامل شكل يجيب الصداع
35506,دونا عن كل المشاهدين بعتلي قال لي مش بصي
35507,مش البودكاست جميل وانت شخصيه محترمه جدا
35508,بس السلك مش قادر مش قادر هموت يا عيني
35509,الولد عينيه غربت كده ولقيت خده ازرق
35510,فشلنا السلك واتصرفنا وعمر حلمي هو اللي
35511,ساهم فان
35512,استوديو
35513,الكاروهات يكون بهذا الجمال والرقه ده غير
35514,انه صاحبي الوحيد اللي بيسمع البودكاست
35515,يعني اصحابي في العادي بيتخانقوا يعني
35516,خلاص احنا نعرف بعض من زمان يعني عمرو هو
35517,الصديق الوحيد عندي اللي تابع لي حاجه
35518,وسامع من اول السيزون من اول حلقه لحد
35519,الدقيقه اللي بتكلم فيها دي دلوقتي
35520,واقفز دلوقتي على اكبر شكرا
35521,في البودكاست ده وهي لجوزي مش عشان هو
35522,جوزي لا اطلاقا ولكن تقديرا
35523,بياخد يونس كل يوم سبت عشان انا اقعد اسجل
35524,الحلقه الصبح عشان المايك ابو  جنيه
35525,بتاعي حساس جدا وبيلقط اي صوت بره في
35526,الصاله ويونس حبيبي اهدى طفل في العالم
35527,فما كنتوش هتتمتعوا بجوده الصوت دي لو عمر
35528,مش واخد يونس مسربه بره وشكرا لكم انا
35529,بحبكم قوي ماشي ثانيه قرب اكتر كده انا
35530,بحبكم قوي قوي قوي قوي قوي بجد شكرا دي
35531,حته ايه دي شكرا
35532,ومش هتاخر عليكم خالص وهستنى مش عارفه
35533,صوتي ليه بس سامعه نفسي في السماء شفاطات
35534,صوتي ليه بس استنى اقتراحاتكوا نفضل مع
35535,بعض في الجروب انا مش هختفيه خالص وهنذاكر
35536,لسيز اللي جاي وبوعدكم بحاجه كبيره قوي
35537,وكل الحاجات اللي بتطلبوها بقى من تطويل
35538,الحلقه لمواضيع الحلقه لاي حاجه انا مش
35539,هعملها برضه بس اعرفوا ان انا بسمعكم يعني
35540,يعرفوا ان انا
35541,نسيت اشكر البني ادم اللي هتسمعوه دلوقتي
35542,حالا بعد ما هنقفل
35543,خالد الحاتي مزيكا وغناء والحان
35544,الموسيقار خالد الحاتي ماشي يا حبايبي يلا
35545,مع السلامه
35546,مع السلامه على فكره اتاثرت بجد عايزه
35547,اعيط ماشي مع السلامه سلام سلام مع
35548,اهلا بكم في حلقه جديده من بودكاست تام مربوطه من انتاج كاست
35549,للناس اللي اول مره تسمعنا معكم نهى زين ستاند اب كوميديينز بنعمل برنامج
35550,بنهزر ونضحك ومن العبد وكل مره بيبقى معنا ضيف جديد والنهارده احب اقدم لكم ضيفتنا
35551,وهي فدوى عابد تصفيق
35552,انا مبسوطه قوي اه وانا كمان لا لان صاحبتنا ايوه فدوى وصاحبتنا
35553,ممكن ما هي فدوى
35554,ممثله وفنانه ايضا فنانه تشكيله الرسامه
35555,بترسم حاجات جميله وايه تاني انا عندي بودي
35556,وفنانه شامله كامله يعني بمثل كنت هقول برقص بس برقص بتغني بغني في
35557,الحمام يعني اقول يعني اي حد قريب بعذبه
35558,بس عندي كتير بيقعدوا يقولوا لي مش معقول بجد امتى هتغني بجد بس انا عارفه ان هم
35559,بيحبوني قوي مش اكتر
35560,والموضوع كان عامل ايه يا لهوي يعني هي كانت طبعا اول مره همم
35561,موسيقى وساره وطبعا كنت هموت
35562,متاكدين ان انا عندي مش هقدر انا هموت وبعدين انا عملتها واتبسطت قوي وهما كانوا
35563,مش معقولين فخلوا الموضوع سهل وبسيط وجميل وممتع وكل حاجه يعني
35564,بس بعدين بقى هم ما بيسيبونيش لازم تعملي لازم وانا مبسوطه ان هو ما بيسيبونيش
35565,نجحوا ونجحت وعملت
35566,حلو قوي يعني ايوه
35567,هل بتحبي اللعب الجيمز بقى والحركات
35568,احنا عندنا لعبتنا ان احنا الاستاذه رحومه
35569,عارفه الناس اللي بيجيبوهم نفس جنب الويل بيبقوا لابسين فرو هي هنعمل
35570,بصراحه وهتلف هذا السيركل احنا كان باسل قال لنا
